Project Name,Description,Id,Ref,Source,"Publishers (Name, Reference)",Currency,Commitment,Disbursment,"Donor (Name, reference, type)",Contract Signature Date,Final Date for Implementation,Recipients,Sectors,Contract Status,"Aid Types (Name, code)",Finance Type Code,Finance Type,Activity Flow Code,Activity Flow Type,Collaboration Type Code,Collaboration Type,"Transactions (Code, Type, Amount, Start date, End date, Implementing Partner ID, Implementing Partner name)","Markers (Id, name, type)"
The reconstruction of minor road infrastructure in Abkhazia,"This project will contribute to the following results:1.Improved living conditions for at least 80 familes of Bedia-Mishveli; 225 people in Vladimirovka; a minimum of 1,210 people who will have guaranteed access to markets, social and medical services, and paid employment.2.Increased sense of security 3.Increased awareness of the EU contribution to Abkhazia",null,EC-FPI-2013/334-583,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,118053.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-02-01,2014-07-31,,Economic Recovery and Infrastructure,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,23611.0,2016-Feb-18,,230015575,EC;D,Disbursement,94442.0,2014-Jan-23,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
APPUI TECHNIQUE AU PROCESSUS ELECTORAL AU TOGO,null,null,EC-FPI-2013/331-471,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,62088.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-01-20,2014-06-29,,Government and Civil Society,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,62088.0,2013-Dec-17,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"Supply of equipement for a Crisis Response Center in NayPyiTaw, Myanmar - LOT2",Lot 2: Office furniture,null,EC-FPI-2014/343-024,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,31737.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-04-21,2014-06-05,,Disaster Prevention and Preparedness,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,20,(IATI) OOF,1,Bilateral,"E,Expenditure,31737.0,2014-Jul-03,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Recrutement des coordinateurs régionaux de la HACP pour la mise en oeuvre de l'IdS CT II,null,null,EC-FPI-2014/341-659,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,12825.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-05-08,2014-06-07,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,12825.0,2014-Sep-09,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
"Assessment of the Concept Notes for Call for Proposals 135-598 (FPI, IfS, PbP 2013)",null,null,EC-FPI-2014/339-774,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,7000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-05-29,2014-06-12,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,7000.0,2014-Jul-07,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Organisation de la réunion d'information pour l'appel à propositions du Partenariat pour la consolidation de la paix au Niger,null,null,EC-FPI-2014/340-085,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,5000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-03-27,2014-04-26,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,5000.0,2014-Jun-24,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Dummy contract to pay against invoce for services to launch IFS-RRM/2014/135-579 Call for Proposals for El Salvador,"Services rendered are publication in two main newspapers, plus logistics for the call for proposals public information session (premises, catering, etc.).",null,EC-FPI-2014/343-982,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1225.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2014-06-02,2014-08-01,,Security,3,"""Core Support to NGOs, Other Private Bodies, PPPs and Research Institutions,B01,""",110,Aid grant excluding debt reorganisation,20,(IATI) OOF,3,"Bilateral, core contributions to NGOs and PPPs","E,Expenditure,1225.0,2014-Sep-03,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Training of Civilian experts for international civilian crisis management and stabilisation-type missions - ENTRi-II,This field's text is used for various external publications. Make sure that the description provides enough details to be clear and fully understandable. Pay attention to typo's and avoid using acronyms nor mention natural persons.,null,EC-FPI-2013/314-980,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,2671131.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-04-01,2016-03-31,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,698296.0,2015-Sep-22,,230015575,EC;D,Disbursement,1019153.0,2013-Mar-20,,230015575,EC;D,Disbursement,953682.0,2014-Jul-18,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
Capacities for peace,"The overall objective of this project is to enhance in-country actors' capacity (in particular civil society) and opportunity to engage effectively in the whole ''chain'' of early warning (conflict analysis, early warning, early response).The project aims at strengthening in-country actors skills in conflict analysis and development of response strategies; nurturing collaborative relationships among in-country actors; promoting the generation and use of early warning information.",null,EC-FPI-2013/320-010,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,1440320.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-09-01,2016-02-29,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,863004.0,2015-Apr-24,,230015575,EC;D,Disbursement,577316.0,2013-Jun-14,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Marché dassistance technique en appui à la Haute Autorité à la Consolidation de la Paix (HACP),fourniture dassistance technique en appui à la Haute Autorité à la Consolidation de la Paix (HACP)  à Niamey,null,EC-FPI-2013/331-128,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,694222.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-11-12,2016-03-11,,Security,3,"""Other Technical Assistance,D02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"E,Expenditure,30000.0,2015-Mar-17,,230015575,EC;E,Expenditure,149328.0,2013-Nov-14,,230015575,EC;E,Expenditure,174253.0,2015-Feb-06,,230015575,EC;E,Expenditure,171510.0,2015-Jul-23,,230015575,EC;E,Expenditure,169131.0,2014-Jun-26,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Soutien aux autorités maliennes et aux services sociaux essentiels dans les zones post-conflit,null,null,EC-FPI-2013/316-962,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,4950000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-05-23,2014-11-22,,Government and Civil Society,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,3500000.0,2013-Jun-20,,;D,Disbursement,1450000.0,2014-Jul-07,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Increasing Resilience of Syrian Children  under temporary protection in Turkey,Grant to UNICEF to contribute to increased resilience of vulnerable school aged Syrian children and youth (4-8) living in camps in Turkey.,null,EC-FPI-2013/312-890,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,4690491.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-03-21,2014-09-20,,Refugees in Donor Countries,3,"""Refugees in Donor Countries,H02,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,2532426.0,2013-Apr-09,,;D,Disbursement,1899320.0,2014-Oct-23,,;D,Disbursement,258745.0,2016-Mar-16,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Projet dappui au renforcement de la capacité de la police nationale et réconciliation avec la population en République de Guinée,null,null,EC-FPI-2013/319-291,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,4520636.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-05-24,2014-11-23,,Security,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,3111974.0,2013-Aug-23,,230015575,EC;D,Disbursement,200636.0,2016-Feb-18,,230015575,EC;D,Disbursement,1208026.0,2014-Dec-20,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
Assistance à l'amélioration des conditions socio-économiques des familles des à la charge des militaires des FARDC dans le camp de Bozozo et  des popolations avoisinantes,Ce projet vise à réhabiliter des infrastructures sanitaires de base et logements ainsi que de créer des coopératives et des activités génératrices de revenus pour les familles et les populations avoisinantes sur le site militaire du camp Bobozo. Ce projet visera également un renforcement des capacités du Corps de Génie des Forces Armées de la République Démocratique du Congo (FARDC) des techniciens en construction civile et du corps médical du camp.,null,EC-FPI-2012/308-193,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,4275000.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-02-01,2014-07-31,,Economic Recovery and Infrastructure,3,"""Project-Type Interventions,C01,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,2520610.0,2013-Feb-01,,;D,Disbursement,1754390.0,2014-May-26,,","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;3,Develop a global partnership framework,MDG;1,Promote gender equality and empower women,MDG"
"STRENGTHENING NATIONAL AND REGIONAL CAPACITIES OF GOVERNMENT INSTITUTIONS AND ORGANIZATIONS OF VICTIMS FOR THE RESTITUTION OF THEIR RIGHTS, THE PROMOTION OF COEXISTENCE AND RECONCILIATION, WITH EMPHASIS ON THE TRANSITIONAL JUSTICE SYSTEM","Contribute to the building of peace, the promotion of coexistence and reconciliation, with emphasis on strengthening the justice system, respect for human rights and the rights of victims.",null,EC-FPI-2013/315-391,23,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,",EUR,0.0,2889957.0,"European Commission - Service for Foreign Policy Instruments,XI-IATI-EC_FPI,Other Public Sector,",2013-04-24,2014-09-23,,Government and Civil Society,3,"""Contributions to Specific-Purpose Programmes and Funds Managed by International Organisations ,B03,""",110,Aid grant excluding debt reorganisation,10,(IATI) ODA,1,Bilateral,"D,Disbursement,800200.0,2014-Dec-17,,230015575,EC;D,Disbursement,189957.0,2016-Jan-18,,230015575,EC;D,Disbursement,1899800.0,2013-May-08,,230015575,EC","7,Climate change adaptation,Rio Marker;8,Desertification,Rio Marker;5,Biodiversity,Rio Marker;6,Climate change mitigation,Rio Marker;14,Trade development,DAC marker;2,Ensure environmental sustainability,MDG;1,Promote gender equality and empower women,MDG;3,Develop a global partnership framework,MDG"
